count,text
3,"Wildcats, have you visited College Woods this fall season? Did you know there are 250+ acres of woods, streams, and… https://t.co/mpuIELbNFy"
3,"Today we remember Martin Luther King Jr. 

Join us for the UNH 2020 Tribute to Dr. Martin Luther King Jr. beginning… https://t.co/8FEx6YVYkZ"
3,"The @UNHMSoccer team defeated Hartford, 1-0, to earn its second consecutive conference title and punch a ticket to… https://t.co/sZkPRRjbAW"
3,Something that sets us apart from other Universities is the care and passion our faculty puts into educating… https://t.co/jVtGj1MQ9n
3,"Research from Meghan Howey of @UNHCOLA shows that over the next century, storm surges threaten to wipe out 14% of h… https://t.co/pmMpQQ8keT"
3,ROTC @UNHStudents are changing guards every 30 minutes today at Thompson Hall in honor of Veterans who protected ou… https://t.co/SIJjtqa8Z7
3,More than 300 students from campus as well as area community colleges participated in a daylong mock nominating con… https://t.co/hUyN4kCvE6
3,"Let's play ball, @UNH_Football 😼 #UNHHomecoming https://t.co/6y61SZHU5H"
3,Just in! The University System of New Hampshire Board of Trustees has voted unanimously to freeze in-state #tuition… https://t.co/jygtkJo9sy
3,It was the Wildcats' year. In May #UNH19 celebrated their hard work. In June hundreds of @UNHAlumni flocked to Durh… https://t.co/vvAWAWfd8M
3,"Initially, #UNH was a fallback school for Sohani Demian '21, but when she stepped foot on campus everything changed… https://t.co/H5ip4IzNJt"
3,Hats off to Sean Sutherlin '20 of @UNHMBB and @unhchhs who finished with 21 points and 20 rebounds to push the Wild… https://t.co/pTUqTcayTB
3,"Happy Halloween! If there's one thing that's a staple on Halloween, it's pumpkins. Luckily, @NH_AES has done the wo… https://t.co/f5g841PLQR"
3,"First semester was fun, should we do it again @UNHStudents? One. More. Week. 💙 #ThisIsUNH https://t.co/wGBoqem3Jm"
3,Eye spy! New research from @COLSA_UNH and @UNHCIBBR advances the understanding — and ultimately treatment — of a ge… https://t.co/WyFEeAy1wh
3,"Explore @UNH_GradSchool programs available in Durham, or at @UNHManchester,@UNHLaw, or online at the Fall Graduate… https://t.co/hILTK8QN2i"
3,"Explore @UNH_GradSchool programs available in Durham, at @UNHManchester, @UNHLaw, &amp; online at the Fall Graduate Fai… https://t.co/Nl6eKsbQ3j"
3,"Despite the rigorous course load that comes with being a mechanical engineering major, Sohani Demian ‘20 has had ti… https://t.co/rvN1iZc519"
3,"As the Gulf of Maine warms, kelp forests are giving way to shrubby, invasive seaweeds, with implications for fish,… https://t.co/hdRSCbImAk"
3,"An unmanned sailboat that can stay at sea for a year is @ccom_jhc, @UNHEOS and @UNHMarine’s newest ocean mapping to… https://t.co/eQzi0xFOz6"
3,"""The process for creating an animated feature film is incredibly collaborative."" @UNHAlumni Jennifer Lee '92 shared… https://t.co/T8TyorE4Z0"
2,"😻💙

📸 Ajkierstead https://t.co/eLK2rgYueE"
2,Yesterday's storm blanketed Durham with a fresh white coat ❄️ #ThisIsUNH https://t.co/HoFXtmONGL
2,"With @ccom_jhc being a world leader in ocean mapping, Casey O'Heran and Liz Weidner were both drawn to campus for… https://t.co/WSSbuYv4mw"
2,We've been In Durham sine 1893 and we still find new beauty within our campus 😸 #ThisIsUNH https://t.co/OVgbsnnXQy
2,"We hope to see all @UNHStudents at the Fall Fest, BBQ and Parade this afternoon starting at 3 PM at the Fishbowl! 😸… https://t.co/8SYsKmP2Xz"
2,The Oceanography Society (@TOSOceanography) has selected @ccom_jhc director @DrLarryMayerUNH as the first recipient… https://t.co/tLYEXLLF8u
2,"The 2019 @EAGL_Gymnastics champs, @UNHGymnastics, opened the 2020 season with a 193.400 - 189.050 win at Illinois S… https://t.co/lO1lehialM"
2,"That's our campus 💙 #InstaUNH

📸 stu_horne_photos https://t.co/x6Ed5jPy0b"
2,"Temperature may be low, but spirits are high for day 2️⃣ #ThisIsUNH 😸 https://t.co/0964ozoW2m"
2,"Sarah Nadeau '19, '20G spends her days training for the @unhskiing season and taking courses for her @CarseySchool… https://t.co/tuanflnYms"
2,Remember when you got admitted? 💙😻 #ThisIsUNH #UNH24 https://t.co/1bwxchbej5
2,"Recently, @UNHStudents visited 3 New Hampshire organizations to explore career options and learn tricks of the trad… https://t.co/NSCsEUU8bn"
2,"New England moose deaths still worsening as climate warms. Pete Pekins, a professor of natural resources at #UNH is… https://t.co/3HltMC6Guo"
2,"Moved up 11 spots to No. 40 on the @USNewsEducation list of Best Online MBA Programs! Congrats, @PaulCollegeGrad, a… https://t.co/FoiuoA0leE"
2,"Karen Collins, chair and associate professor for @UNHKinesiology and @UNHSportStudies, built a career on making a d… https://t.co/zlgyYFAbOm"
2,It's game day for @UNHMSoccer! Catch them this afternoon at 4 PM in the @AmericaEast semifinals at Wildcat Stadium.… https://t.co/kuTR3MGCPd
2,"It's a MOOving story.

On Dec. 6, 2018 Ruby fell through a manure trough and needed rescue from @McGregorEMS:… https://t.co/EMy2mzGHnz"
2,"ICYMI: @UNH_Football defeated @elonuniversity, 26-10, Saturday afternoon in front of 17,132 @UNHStudents,… https://t.co/CUUZjusBWd"
2,"I BELIEVE IN UNH!!

@UNHMSoccer takes on @virginia_tech today at 4 PM in the 2nd round of the @NCAASoccer College C… https://t.co/9yb98jlnGy"
2,"Hockey is back, and both @UNHWHOCKEY and @UNHMHOCKEY are off to a great start. #603Cats😸

https://t.co/fGlLgt97Ph"
2,"Happy smiles from Wildcats near and far during #UNHHomecoming Weekend. #ThisisUNH 💙

📸 pteroanapest, marrisssajo, e… https://t.co/x6ldx9ZalW"
2,"Happy holidays, Wildcats. Enjoy our Chamber Choir's rendition of 'Deck The Hall'. #ThisIsUNH 😻 https://t.co/w3s4gtWxox"
2,Engineering Technology at @UNHManchester expands to offer four-year programs. https://t.co/S9QuQOU5kJ
2,"Cows certainly produce methane, but @NH_AES says that supplementing cow feed with seaweed may reduce emissions whil… https://t.co/EJXgmGKKvn"
2,Announcement from @SenatorShaheen: We're set to receive $1.2 million in support of a project aiming to increase acc… https://t.co/51dXYe32Xw
2,"'At #UNH, we're renewing our commitment to New Hampshire.' Read today's op-ed in the @UnionLeader from President Ja… https://t.co/pAl48Yt0Yl"
1,"✔️ Thanksgiving Break Checklist ✔️

🏠 Residence halls close at 10 AM on Wednesday the 27th.
🔥 Leave your heat on.… https://t.co/my1i2bt38z"
1,"You follow us on Twitter, of course, but have you subscribed to our @YouTube page? You'll see our videos before any… https://t.co/nhhJY3xcAI"
1,"Wildcats look out for Wildcats. Take @UNHHousing's Solimar Collado '18G for instance, she is using her background i… https://t.co/8O8rruTwkh"
1,"Welcome home, Wildcats! Kick the new semester off with a brand new episode of the #UNHPodcats with @UNHDining where… https://t.co/L3zcisCdNO"
1,"We're back! Day one of spring semester. Welcome back, @UNHStudents - have a great semester! 😻 https://t.co/yptuJ590s9"
1,"We have a good one. @UNHPrez is a higher education innovator, and we're lucky to have him on our side. #ThisIsUNH… https://t.co/3iNrWXYc53"
1,"We ain't afraid of no ghosts... Brenda Whitmore, a member of the facilities department, joined the #UNHPodcats to d… https://t.co/QjWonHK7gz"
1,"Warming temperatures leads to landscape changes, then to “considerably higher” levels of methlymercury compared to… https://t.co/jGHD4wu99Y"
1,"Visit the @MOAUNH now through Dec. 14th and witness the following two exhibits:

▪️ The Odyssey Project: An Old Sto… https://t.co/JURgnlwQCh"
1,"Tyson has the right idea on a Monday #InstaUNH

📸 kenleystevenson https://t.co/LKlAnUkKrD"
1,"Two @UNHStudents are receiving help with their education through the Goldwater Scholarship Foundation, a premier sc… https://t.co/rvWaktADPI"
1,"Today, it's about being home with the people you love. #HappyThanksgiving, Wildcats! 😸💙 https://t.co/MekB4Idzbk"
1,"They earn trophies and degrees. The @UNHWildcats lead @hockey_east, @CAASports and @AmericaEast with a 96% graduati… https://t.co/XgrGKJnlGz"
1,"The merger brings @SustainableUNH and @UNHCSIE, a joint initiative of @UNHPaulCollege and @CarseySchool, together t… https://t.co/g6AX0laAMq"
1,"Studying is only as good as the location you're in. What's the best spot, @UNHStudents? #ThisIsUNH 📚 https://t.co/wGEQM90Dlh"
1,Sport exchange program fosters inclusion for youth with disabilities. The Youth Enrichment through Sports (YES) Afr… https://t.co/NGxmPkmYUb
1,Science Friday: Frightful? Delightful? All weather fascinates @UNHGeography professor and New Hampshire state clima… https://t.co/t89bqoOhpJ
1,Scholarship donor George Bergeron ’63 was moved to tears by a student’s thank-you letter ➡️ https://t.co/suyuavuWsk https://t.co/RXTyVDxFzx
1,"On a cold #UNHHomecoming eve in Durham, the @UNHWildcats defeat @SBAthletics 1-0 in men’s soccer. #GoCats ⚽️🐾 https://t.co/V64GIvKNNV"
1,"Observe the transit of #Mercury with the @UNHObservatory Monday, Nov 11 behind DeMeritt Hall. 🔭 Staff will share th… https://t.co/8fGbYo8UQJ"
1,"Let's look back 38 years.... 1984's Homecoming Weekend featured a @UNHWildcats win, a jam-packed parade and happy… https://t.co/iEt9Z2pxtw"
1,"Join @UNHMarine for Ocean Discovery Day tomorrow to hold a sea star, map the ocean or meet a SCUBA diver! Marine sc… https://t.co/jZ1zhFu27K"
1,Join @UNHMHOCKEY tonight at the Whittemore Center as they begin their home season against No. 15 @BostonCollege at… https://t.co/LiRvIEnTLk
1,It’s #GivingTuesday! We hope you’ll show your blue colors and join others in supporting an area of UNH that matters… https://t.co/Et29kXUyuD
1,It's all in the details 🔍😸💙 #ThisIsUNH https://t.co/ymGgIN4o5c
1,"It's a great weekend to take a short drive up north and see the fall foliage, Wildcats. Enjoy the long weekend,… https://t.co/edbQTE3u2L"
1,"ICYMI: We're excited to announce a freeze on in-state tuition for undergraduate students for academic year 2020-21,… https://t.co/OXzX5fW12e"
1,ICYMI: @UNHCOLA @unhanthropology lecturer used cutting-edge genetic genealogy to identify the remains of Joseph Hen… https://t.co/7xwAlFfKmY
1,"Horticulture &amp; sustainable agriculture specialist Becky Sideman says her work with @UNHExtension, @COLSA_UNH and… https://t.co/eGXDUWhC7a"
1,"Friendships, the community, and the memories are what’s most important for Maria Rollinson ’21. The @UNHCOLA major… https://t.co/4qA7CJPven"
1,"Four former @UNHMHOCKEY standouts are playing at the highest level. #ThisIsUNH 🥅🏒

Read more ➡️ https://t.co/RnlFNM1cxS"
1,Fossil frenzy: @UNHEarthScience paleontologists and the @DenverMuseumNS are shedding light on how life rebounded af… https://t.co/04QNpjMflE
1,Feels like yesterday #UNH23 was moving in 💙 https://t.co/C3e2zdd7la
1,"Excellent fashion by one Wildcat celebrating the new year. 😸💙

Happy New Year! 🎉 https://t.co/S1kgCQG84q"
1,"Download the app. It’s the easiest way to navigate campus, view @UNHDining menus, @WildcatTransit schedules, laundr… https://t.co/ubT68Ncks9"
1,"Day 1️⃣ of finals, @UNHStudents. Feeling stressed? @unhlibrary and @UNHHealth have you covered. 🐶🍪😺📚

More info ➡️… https://t.co/L20i05wRBl"
1,Are you ready for #UNHHomecoming this weekend? Event schedule &amp; information available at: https://t.co/7N4htIUEkh… https://t.co/5h3oTmE8hE
1,"Another Wildcat admitted for #UNH24! Congrats, @oliviaruhl! 💙😻 https://t.co/d7yg7gmn9m"
1,Amy White '86 is the VP of Demand and Supply Management for @Nike and has been with the company for over 20 years.… https://t.co/7FwYX2Oain
1,A week in Ireland isn't so bad! Good luck to @UNHMHOCKEY at the @Friendship_Four tournament this weekend.… https://t.co/kZBQjP6h18
1,A new study from @CarseySchool shows more than 1 in 5 potential 2020 NH primary voters will be new to the electorat… https://t.co/psVlukexoX
1,2019 was an incredible year here at the University of New Hampshire. Here are our top photos from our Instagram acc… https://t.co/dCVyR6Esov
1,"#UNHSciFri 🗺️ Larry Mayer, Professor and Director of @UNHMarine &amp; @ccom_jhc, is known worldwide as a leader in… https://t.co/tmhoIpfrp0"
1,#UNH researchers determine age of rocks and newly discovered fossils found by scientists at @DenverMuseumNS that of… https://t.co/XV7Df1qYze
0,🚴‍♀️ riding into the weekend. #ThisIsUNH 💙 https://t.co/1vL1ga4ipr
0,“I had great experiences and got exposed to nursing jobs that I might not have been able to do if I wasn’t in the… https://t.co/ffd9JHFBfW
0,Who does Halloween better than @UNH_Chemistry? #ThisIsUNH #HappyHalloween 🎃 https://t.co/3YgSrNHVy7
0,When the squad looks great 👌 #ThisIsUNH https://t.co/Aam3gdClgT
0,"Welcome back to campus, @UNHStudents! We've certainly missed you all 😸 https://t.co/iUH5JwvLvS"
0,"We're a partner in a large @NSF grant aimed at making its insect collection of 700,000 specimens more accessible to… https://t.co/f37xKobMUL"
0,"We hope you enjoyed the fall weather today, Wildcats! #InstaUNH 💙

📸 kaelyn.serra https://t.co/YSBGBo2VvD"
0,"We agree! Head over to @UNHCampusRec to get your flu vaccine with @UNHHealth. 😸
https://t.co/cg9twacoKV"
0,"UNH sweatshirt ☑️
Admitted by @BeAUNHWildcat ☑️

2020 is off to a great start for jazz.richards8 (📸) #UNH24… https://t.co/cLvjDnIvrg"
0,This #GivingTuesday you can help provide resources and opportunities that enable @UNHStudents to realize their full… https://t.co/lCHvmEXKID
0,"There's plenty of options through @UNHHousing to make your space your own. Nice job, @UNHStudents! 😸💙 https://t.co/EKJfgipAFA"
0,"The No. 11 team in the country fell to the hands of @UNHMHOCKEY on Saturday, in dramatic fashion. #BeTheRoar 😼

https://t.co/rVrl33Eb96"
0,The Military &amp; Veteran Services Center in Hood House offers service members smooth passage. https://t.co/8Xx8UNyKYD
0,Questions about #UNH or the application process? We've got answers! Send us a message during our live Q&amp;A at 6pm to… https://t.co/TwxUrr4z57
0,"Prevention, education and enforcement is the three-pronged approach from @UNH_Police that has Durham arrest numbers… https://t.co/28U01hFNxj"
0,Our unique location leads to incredible experiences. Megan Molinari ’21 has always been fascinated by the ocean. Wi… https://t.co/H1K5dmQri4
0,Nuclear reactors to the @UNH_IOL. For Charity Reed '21 all she wanted was a chance. “Everyone has been so supportiv… https://t.co/FflmmOORpd
0,"Need a little #MondayMotivation? 🎵 Browse our study-time playlist on @Spotify - https://t.co/armAr60zfr 

What trac… https://t.co/899liSZwTh"
0,It’s easy to support what you love at UNH and this #GivingTuesday is the perfect time to do so. https://t.co/lVDcbhUGpx
0,It's that #FridayFeeling 💙 https://t.co/wOvuyLxifL
0,It's crazy that just one week ago we had a high of 60 degrees in Durham 🙀 #ThisIsUNH https://t.co/Rs611YRbcL
0,"Having a twin brother certainly shapes a childhood. The question, ""Why are we so different when we're genetically i… https://t.co/wATFNEdyrX"
0,"First semester of freshman year ☑️ #InstaUNH

📸 liljasehulster https://t.co/bSfLwI610L"
0,Experience New Hampshire’s first-in-the-nation primary process right here on campus by attending visits from presid… https://t.co/PX8C1IsfH1
0,Cheers to 2019! Add your gift to this (partial) list of things that made it great — by midnight on 12/31 — at… https://t.co/RGRAMKwv7t
0,"Big hockey tilt this weekend with No. 7 @UMass in town Saturday for Family Hockey Day... #603Cats

@UNHInsider info… https://t.co/GjDopYBYQs"
0,"Best costume of the weekend, a Wildcat dressed as a pup 😸🐶 #InstaUNH

📸 alexmarzilli https://t.co/Q6f1pv14Ur"
0,Bailey Travers ’23 of @COLSA_UNH decided she wanted to be a veterinarian before she knew exactly what that involved… https://t.co/mehyBGDQC3
0,"Anthony Wyse '20 has gone from playing ""escape the lava"" at a public rink with his dad to becoming the team captain… https://t.co/RBvfQSLPrn"
0,"A new dramatization of the oldest and greatest story of homecoming. @UNHTheatreDance's ""The Odyssey"" is open to the… https://t.co/jAoBw7mBv7"
0,"A group of self-taught investigators, including @UNHCOLA lecturer Amy Michael, are confronting the limits of using… https://t.co/IOJUrfq7bt"
0,A digital platform that provides experiential educational activities for young students and a micro-franchisee plan… https://t.co/Mkjpxr33UG
0,@stabilemorrell @stabilemorrell #ThisIsUNH 💙🐾 https://t.co/FGnQnjMMnh
0,@ravi_ramgopal Now that's a Wildcat ringing in the new year the right way 😺
0,"@SenatorHassan @CarseySchool Thank you for having us, Senator. We appreciate it! #ThisIsUNH 🐾"
0,@PresGreg @UNHWildcats @UNHMHOCKEY @MiamiOH_Hockey @miamiuniversity @EnjoyOxfordOH @UNHPrez Thank you so much! 🐾
0,@NSEatUNH @NSE_Exchange @universityofga Looks like 'Cats and 'Dawgs can get along after all! #ThisIsUNH 🐾
0,"""Get my good side."" #InstaUNH 🐶

📸 haileycampatellido https://t.co/5vCC39luOH"
0,"""Fantastic, great, gifted, best professor ever, outstanding in every area..."" A fews descriptors of @UNHPaulCollege… https://t.co/sOaxcmJh3R"
